"Município";"Ate 30 dias";"2 meses";"3 meses";"4 meses";"5 meses";"6 meses";"7 meses";"6 a 8 meses";"Menor de 1 ano";"1 ano";"2 anos";"3 anos";"4 anos";"5 anos";"6 anos";"7 anos";"8 anos";"9 anos";"10 anos";"11 anos";"12 anos";"13 anos";"14 anos";"15 anos";"16 anos";"17 anos";"18 anos";"19 anos";"1 a 4 anos";"2 a 4 anos";"5 a 6 anos";"5 a 8 anos";"5 a 9 anos";"5 a 10 anos";"7 a 9 anos";"7 a 11 anos";"7 a 14 anos";"7 anos e mais";"9 a 12 anos";"10 a 11 anos";"10 a 14 anos";"11 a 14 anos";"7 a 8 anos";"13 a 14 anos";"13 a 19 anos";"15 a 16 anos";"15 a 19 anos";"15 a 59 anos";"17 a 19 anos";"20 a 24 anos";"20 a 59 anos";"20 a 26 anos";"27 e mais";"25 a 29 anos";"30 a 34 anos";"30 a 39 anos";"35 a 39 anos";"40 a 44 anos";"40 a 49 anos";"45 a 49 anos";"50 a 59 anos";"60 a 64 anos";"60 anos e mais";"65 a 69 anos";"65 anos e mais";"70 a 74 anos";"75 a 79 anos";"Gestantes 10 a 11 anos";"Gestantes 12 a 14 anos";"Gestantes 15 a 49 anos";"Não gestantes 15 a 49 anos";"9 a 19 anos";" Total"
"220665 MORRO CABECA NO TEMPO";"29";"44";"17";"30";"18";"9";"4";"0";"643";"331";"12";"10";"182";"0";"0";"0";"0";"40";"13";"63";"58";"13";"8";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"10";"0";"2";"6";"20";"3";"14";"0";"1";"0";"39";"8";"1";"8";"7";"0";"2";"2";"0";"4";"0";"34";"0";"0";"0";"0";"112";"125";"0";"1940"
"220667 MORRO DO CHAPEU DO PIAUI";"22";"86";"14";"76";"24";"5";"0";"0";"1144";"831";"17";"6";"507";"0";"0";"0";"0";"70";"22";"262";"124";"27";"18";"1";"1";"0";"0";"0";"0";"73";"2";"3";"254";"0";"0";"12";"0";"0";"0";"0";"298";"0";"0";"4";"0";"12";"24";"109";"25";"67";"2";"0";"2";"109";"65";"38";"49";"32";"0";"39";"78";"16";"56";"9";"326";"8";"6";"0";"0";"178";"404";"20";"5577"
"220669 MURICI DOS PORTELAS";"0";"29";"7";"24";"17";"6";"4";"0";"463";"292";"31";"16";"143";"0";"0";"0";"0";"16";"16";"55";"48";"10";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"29";"1";"0";"7";"0";"0";"0";"0";"2";"2";"0";"7";"0";"9";"16";"24";"16";"54";"0";"0";"0";"76";"2";"3";"9";"13";"0";"12";"1";"0";"0";"0";"10";"0";"0";"0";"0";"60";"100";"0";"1635"
"220670 NAZARE DO PIAUI";"0";"83";"15";"52";"31";"7";"1";"0";"1019";"859";"30";"2";"299";"0";"0";"0";"0";"30";"16";"95";"45";"25";"6";"0";"0";"0";"0";"0";"0";"0";"3";"1";"29";"0";"0";"1";"0";"0";"0";"0";"31";"0";"0";"4";"1";"3";"12";"53";"2";"23";"5";"0";"0";"42";"1";"5";"8";"5";"0";"4";"10";"0";"6";"0";"70";"0";"0";"0";"0";"164";"98";"0";"3196"
"220672 NAZARIA";"0";"80";"11";"66";"27";"8";"5";"0";"1210";"1085";"73";"14";"504";"0";"0";"0";"0";"109";"108";"127";"86";"26";"12";"2";"0";"0";"0";"0";"0";"0";"6";"2";"42";"2";"0";"16";"0";"1";"0";"0";"48";"1";"0";"10";"1";"21";"74";"158";"26";"95";"0";"0";"0";"77";"66";"20";"62";"53";"0";"14";"24";"0";"19";"0";"72";"0";"0";"0";"2";"294";"301";"0";"5060"
"220675 NOSSA SENHORA DE NAZARE";"14";"52";"6";"37";"8";"3";"1";"1";"667";"523";"2";"0";"174";"5";"0";"0";"0";"52";"12";"153";"75";"21";"6";"0";"0";"0";"0";"0";"1";"0";"5";"2";"0";"0";"0";"6";"0";"2";"1";"0";"0";"1";"0";"5";"0";"14";"2";"4";"19";"10";"3";"1";"0";"39";"1";"2";"4";"0";"0";"0";"1";"0";"2";"0";"8";"0";"0";"0";"4";"90";"133";"0";"2172"
"220680 NOSSA SENHORA DOS REMEDIOS";"39";"131";"24";"82";"38";"21";"5";"1";"1699";"1104";"60";"13";"636";"1";"0";"0";"0";"88";"42";"205";"73";"33";"15";"13";"0";"0";"1";"0";"0";"4";"1";"8";"120";"1";"0";"10";"0";"2";"1";"0";"1";"3";"0";"8";"1";"16";"56";"68";"32";"88";"10";"0";"1";"93";"20";"15";"19";"27";"0";"9";"27";"0";"12";"0";"71";"0";"0";"0";"6";"172";"296";"7";"5529"
"220690 NOVO ORIENTE DO PIAUI";"1";"26";"6";"33";"15";"5";"1";"0";"468";"328";"6";"0";"145";"0";"0";"0";"0";"11";"10";"53";"17";"10";"7";"1";"0";"0";"0";"0";"0";"0";"1";"1";"5";"0";"0";"2";"0";"0";"0";"0";"1";"2";"0";"2";"0";"1";"18";"10";"9";"92";"1";"0";"0";"109";"69";"6";"68";"53";"0";"42";"9";"13";"8";"3";"35";"10";"10";"0";"8";"80";"131";"0";"1942"
"220695 NOVO SANTO ANTONIO";"6";"35";"4";"37";"9";"1";"2";"0";"522";"411";"17";"4";"161";"1";"0";"0";"0";"15";"9";"30";"23";"13";"3";"0";"0";"0";"0";"0";"0";"0";"1";"3";"11";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"2";"4";"1";"12";"2";"0";"0";"19";"0";"3";"5";"3";"0";"1";"2";"0";"0";"0";"9";"0";"0";"0";"0";"92";"52";"0";"1528"
"220700 OEIRAS";"735";"411";"40";"365";"79";"16";"5";"0";"6096";"3889";"106";"37";"1478";"2";"0";"0";"0";"287";"158";"1006";"573";"203";"105";"18";"0";"4";"1";"0";"3";"9";"18";"12";"258";"1";"0";"78";"0";"0";"3";"0";"259";"5";"0";"66";"2";"88";"224";"717";"99";"399";"27";"2";"2";"478";"163";"85";"149";"127";"0";"88";"87";"0";"56";"0";"496";"1";"1";"0";"16";"1296";"1630";"4";"22563"
"220710 OLHO D\'AGUA DO PIAUI";"16";"27";"4";"25";"10";"2";"1";"0";"517";"273";"13";"6";"158";"2";"0";"0";"0";"20";"11";"60";"49";"11";"9";"5";"2";"2";"0";"0";"0";"1";"4";"5";"38";"0";"0";"11";"1";"2";"2";"0";"65";"0";"0";"1";"0";"5";"18";"51";"2";"15";"0";"0";"7";"13";"1";"27";"1";"1";"0";"0";"24";"30";"10";"41";"3";"31";"25";"0";"0";"22";"80";"1";"1761"
"220720 PADRE MARCOS";"30";"74";"6";"68";"11";"2";"0";"0";"968";"739";"10";"3";"278";"0";"0";"0";"0";"72";"37";"160";"139";"42";"10";"0";"0";"0";"0";"0";"0";"0";"4";"2";"2";"0";"0";"8";"0";"0";"1";"0";"0";"1";"0";"20";"0";"35";"18";"0";"38";"106";"0";"0";"0";"95";"3";"1";"0";"0";"0";"2";"2";"0";"0";"0";"11";"0";"0";"0";"8";"242";"114";"1";"3363"
"220730 PAES LANDIM";"46";"72";"8";"33";"18";"6";"1";"0";"747";"450";"17";"9";"225";"0";"0";"0";"0";"37";"12";"48";"47";"20";"9";"0";"0";"0";"0";"0";"0";"0";"7";"5";"61";"0";"0";"7";"1";"1";"1";"0";"24";"0";"0";"5";"1";"6";"6";"16";"8";"65";"1";"0";"0";"44";"15";"10";"2";"4";"0";"4";"8";"0";"6";"0";"19";"0";"0";"0";"4";"140";"106";"0";"2382"
"220735 PAJEU DO PIAUI";"3";"22";"1";"32";"1";"2";"2";"0";"338";"265";"11";"3";"110";"0";"0";"0";"0";"32";"0";"49";"19";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"23";"7";"21";"1";"0";"0";"36";"10";"1";"8";"1";"0";"8";"14";"0";"3";"0";"51";"0";"0";"0";"0";"54";"121";"0";"1257"
"220740 PALMEIRA DO PIAUI";"0";"28";"3";"38";"6";"5";"1";"0";"541";"489";"5";"9";"242";"0";"0";"0";"0";"64";"19";"122";"52";"34";"12";"1";"0";"0";"0";"0";"0";"26";"1";"0";"5";"0";"0";"14";"0";"0";"0";"0";"1";"1";"0";"16";"0";"13";"56";"56";"18";"115";"0";"0";"0";"120";"33";"6";"27";"28";"0";"23";"19";"1";"2";"1";"59";"0";"0";"0";"2";"172";"173";"1";"2660"
"220750 PALMEIRAIS";"55";"195";"34";"165";"57";"22";"8";"2";"2690";"1533";"133";"55";"540";"4";"1";"0";"0";"81";"61";"321";"168";"98";"58";"5";"1";"1";"0";"1";"0";"0";"39";"3";"49";"1";"0";"93";"0";"2";"0";"0";"0";"3";"0";"73";"1";"67";"230";"43";"92";"231";"0";"1";"3";"265";"30";"49";"34";"11";"0";"10";"44";"0";"33";"0";"77";"0";"0";"0";"2";"118";"721";"0";"8614"
"220755 PAQUETA";"1";"25";"5";"22";"9";"2";"1";"0";"382";"214";"8";"4";"54";"0";"0";"0";"0";"20";"5";"43";"34";"11";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"6";"0";"13";"0";"0";"10";"36";"0";"0";"0";"50";"50";"0";"57";"47";"0";"43";"1";"0";"1";"0";"4";"0";"0";"0";"2";"84";"17";"0";"1265"
"220760 PARNAGUA";"72";"105";"12";"73";"23";"5";"4";"0";"1406";"1096";"54";"24";"279";"0";"0";"0";"0";"52";"34";"130";"104";"24";"11";"1";"0";"1";"0";"0";"0";"13";"6";"3";"27";"0";"0";"56";"0";"0";"0";"0";"17";"0";"0";"76";"0";"78";"16";"28";"99";"110";"1";"0";"1";"93";"61";"38";"87";"83";"0";"49";"44";"22";"5";"13";"21";"6";"5";"2";"12";"358";"182";"6";"5128"
"220770 PARNAIBA";"426";"727";"117";"570";"222";"72";"44";"5";"11013";"7287";"674";"294";"2971";"28";"5";"1";"0";"411";"257";"943";"661";"175";"114";"22";"2";"3";"1";"1";"0";"181";"83";"234";"859";"11";"3";"179";"0";"14";"2";"0";"181";"11";"0";"65";"3";"91";"222";"607";"104";"672";"5";"1";"11";"663";"423";"548";"384";"319";"6";"308";"488";"17";"89";"21";"317";"6";"8";"0";"12";"1376";"2549";"461";"38580"
"220775 PASSAGEM FRANCA DO PIAUI";"18";"24";"5";"22";"14";"11";"0";"0";"561";"259";"16";"7";"102";"0";"0";"0";"0";"40";"10";"24";"23";"12";"10";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"4";"0";"0";"0";"0";"2";"0";"0";"3";"0";"3";"32";"23";"10";"32";"0";"0";"0";"30";"16";"4";"18";"7";"0";"6";"13";"0";"2";"0";"20";"0";"0";"0";"0";"104";"114";"0";"1604"
"220777 PATOS DO PIAUI";"16";"46";"2";"39";"3";"3";"1";"0";"581";"279";"1";"1";"168";"1";"0";"0";"0";"54";"32";"167";"94";"23";"18";"0";"0";"0";"0";"0";"0";"0";"2";"23";"93";"1";"0";"2";"0";"4";"0";"0";"47";"0";"0";"8";"1";"18";"42";"167";"38";"94";"6";"0";"0";"136";"8";"41";"8";"6";"0";"7";"31";"0";"13";"0";"39";"0";"0";"0";"2";"34";"509";"1";"2910"
"220779 PAU D\'ARCO DO PIAUI";"2";"38";"15";"39";"25";"2";"0";"0";"645";"485";"17";"0";"156";"0";"0";"0";"0";"25";"17";"70";"50";"18";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"1";"0";"0";"0";"0";"18";"0";"0";"12";"0";"5";"34";"14";"20";"17";"0";"0";"0";"30";"9";"0";"11";"7";"0";"11";"6";"0";"2";"0";"32";"0";"0";"0";"4";"100";"81";"0";"2038"
"220780 PAULISTANA";"303";"165";"24";"142";"59";"18";"7";"3";"2540";"1624";"100";"40";"580";"2";"0";"0";"0";"126";"75";"282";"206";"64";"50";"3";"0";"0";"1";"0";"0";"2";"8";"7";"117";"1";"0";"28";"0";"0";"0";"0";"108";"1";"0";"17";"1";"40";"56";"114";"34";"64";"4";"0";"0";"87";"27";"33";"17";"17";"0";"12";"29";"0";"8";"0";"119";"0";"0";"0";"16";"434";"580";"4";"8399"
"220785 PAVUSSU";"0";"25";"2";"27";"7";"1";"1";"0";"380";"351";"13";"0";"159";"0";"0";"0";"0";"28";"11";"54";"56";"9";"4";"1";"0";"0";"0";"0";"0";"0";"4";"3";"38";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"10";"0";"13";"10";"6";"10";"10";"2";"0";"0";"19";"3";"3";"1";"1";"0";"0";"2";"0";"1";"1";"9";"0";"3";"0";"0";"82";"44";"0";"1409"
"220790 PEDRO II";"332";"358";"51";"334";"92";"26";"7";"1";"5434";"3666";"135";"72";"1314";"3";"0";"0";"0";"209";"107";"643";"419";"183";"59";"20";"0";"1";"0";"0";"0";"2";"6";"5";"270";"1";"0";"23";"0";"2";"0";"0";"160";"0";"0";"19";"0";"37";"46";"373";"41";"140";"1";"1";"0";"207";"105";"44";"97";"62";"0";"58";"44";"0";"11";"0";"258";"0";"0";"0";"12";"808";"774";"1";"17074"
"220793 PEDRO LAURENTINO";"3";"19";"7";"17";"7";"5";"0";"2";"425";"352";"19";"3";"136";"2";"0";"0";"0";"30";"10";"60";"84";"21";"9";"1";"0";"0";"0";"0";"0";"9";"2";"5";"1";"0";"0";"9";"0";"0";"0";"0";"3";"0";"0";"8";"0";"16";"0";"42";"15";"29";"1";"0";"1";"21";"9";"5";"5";"11";"0";"16";"30";"0";"5";"0";"24";"0";"0";"0";"0";"66";"130";"7";"1682"
"220795 NOVA SANTA RITA";"27";"43";"9";"37";"11";"7";"2";"0";"618";"545";"8";"1";"218";"1";"1";"0";"0";"37";"12";"118";"77";"33";"21";"3";"0";"0";"0";"0";"0";"0";"4";"5";"25";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"4";"0";"6";"8";"20";"1";"13";"1";"0";"0";"41";"14";"4";"6";"4";"0";"5";"23";"0";"5";"0";"21";"0";"0";"0";"2";"108";"138";"0";"2290"
"220800 PICOS";"2440";"652";"70";"511";"160";"49";"16";"9";"11013";"5768";"296";"146";"2142";"9";"3";"0";"0";"319";"235";"851";"630";"218";"93";"30";"0";"0";"3";"2";"0";"264";"74";"37";"422";"3";"0";"232";"1";"2";"5";"0";"130";"7";"0";"174";"2";"215";"146";"394";"221";"491";"24";"5";"5";"718";"308";"458";"290";"268";"2";"179";"536";"196";"82";"146";"662";"90";"70";"0";"14";"2042";"2157";"157";"36894"
"220810 PIMENTEIRAS";"53";"81";"15";"50";"24";"6";"2";"1";"1108";"862";"36";"9";"326";"3";"0";"0";"0";"65";"39";"122";"95";"42";"26";"1";"0";"0";"0";"0";"0";"2";"3";"1";"49";"0";"0";"35";"0";"1";"0";"0";"6";"1";"0";"4";"0";"0";"32";"9";"9";"27";"3";"0";"0";"36";"1";"10";"6";"10";"0";"3";"23";"0";"31";"0";"62";"0";"0";"0";"10";"214";"160";"4";"3718"
"220820 PIO IX";"50";"135";"20";"138";"32";"11";"6";"0";"2000";"1615";"61";"10";"829";"1";"0";"0";"0";"126";"51";"338";"182";"29";"12";"7";"0";"0";"0";"0";"0";"35";"3";"3";"40";"0";"0";"5";"0";"0";"0";"0";"2";"1";"0";"0";"1";"1";"22";"50";"11";"60";"2";"0";"0";"110";"68";"20";"47";"47";"0";"23";"40";"13";"5";"12";"77";"8";"4";"0";"0";"352";"370";"12";"7097"
"220830 PIRACURUCA";"325";"104";"8";"81";"21";"9";"6";"0";"1833";"1207";"49";"9";"407";"1";"0";"0";"0";"105";"39";"259";"155";"35";"18";"3";"0";"1";"0";"0";"0";"0";"2";"0";"104";"0";"0";"2";"0";"0";"0";"0";"63";"0";"0";"2";"0";"0";"32";"47";"5";"48";"0";"0";"0";"53";"29";"5";"29";"32";"0";"39";"10";"0";"0";"0";"34";"0";"0";"0";"2";"158";"162";"0";"5533"
"220840 PIRIPIRI";"1220";"926";"129";"852";"252";"82";"17";"4";"14036";"8731";"333";"101";"4480";"4";"4";"0";"0";"764";"313";"2079";"1021";"221";"74";"18";"1";"1";"0";"1";"4";"30";"49";"27";"1861";"12";"2";"151";"0";"2";"5";"0";"528";"14";"0";"64";"1";"92";"388";"1195";"238";"881";"135";"1";"2";"1141";"373";"261";"384";"328";"0";"264";"494";"44";"335";"29";"1513";"33";"36";"0";"26";"1936";"3778";"22";"52343"
"220850 PORTO";"81";"165";"18";"136";"44";"8";"7";"3";"2053";"1594";"180";"62";"649";"6";"0";"0";"0";"126";"55";"278";"240";"60";"46";"16";"3";"0";"0";"1";"0";"121";"60";"43";"89";"12";"1";"174";"0";"2";"2";"0";"80";"46";"0";"145";"3";"148";"582";"434";"154";"515";"6";"3";"6";"367";"192";"191";"158";"101";"2";"86";"242";"36";"63";"46";"167";"31";"21";"0";"2";"338";"834";"103";"11437"
"220855 PORTO ALEGRE DO PIAUI";"1";"9";"2";"14";"3";"3";"0";"0";"260";"260";"12";"10";"133";"0";"0";"0";"0";"14";"6";"35";"25";"11";"5";"0";"0";"0";"0";"0";"0";"0";"2";"1";"53";"0";"0";"9";"0";"0";"0";"0";"39";"1";"0";"2";"0";"3";"4";"17";"3";"14";"0";"0";"0";"15";"1";"3";"3";"1";"0";"3";"5";"0";"5";"0";"11";"0";"0";"0";"0";"46";"40";"0";"1084"
"220860 PRATA DO PIAUI";"1";"21";"3";"14";"2";"0";"0";"0";"249";"81";"8";"1";"28";"0";"0";"0";"0";"15";"2";"29";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"26";"0";"0";"0";"0";"20";"7";"0";"32";"0";"42";"10";"8";"35";"17";"1";"0";"1";"5";"3";"2";"7";"0";"0";"0";"4";"0";"3";"0";"9";"0";"0";"0";"0";"44";"22";"0";"804"
"220865 QUEIMADA NOVA";"33";"91";"5";"72";"16";"4";"0";"0";"1193";"823";"20";"18";"426";"0";"0";"0";"0";"65";"48";"212";"134";"28";"26";"3";"0";"0";"0";"0";"0";"0";"3";"3";"183";"0";"0";"1";"0";"0";"0";"0";"277";"0";"0";"2";"2";"3";"52";"226";"5";"119";"5";"0";"0";"111";"7";"16";"10";"7";"0";"2";"13";"0";"6";"0";"96";"0";"0";"0";"0";"246";"605";"0";"5217"
"220870 REDENCAO DO GURGUEIA";"1";"57";"10";"67";"15";"6";"0";"0";"955";"931";"37";"0";"327";"0";"0";"0";"0";"38";"20";"72";"59";"15";"5";"1";"0";"0";"0";"0";"0";"0";"0";"1";"9";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"22";"3";"6";"151";"0";"0";"0";"154";"143";"6";"139";"102";"0";"59";"7";"0";"1";"0";"12";"0";"0";"0";"2";"154";"109";"0";"3698"
"220880 REGENERACAO";"101";"177";"40";"134";"57";"34";"5";"0";"2541";"1784";"220";"17";"615";"3";"2";"0";"0";"114";"53";"168";"242";"69";"30";"16";"0";"0";"0";"0";"0";"1";"11";"3";"47";"5";"0";"178";"0";"0";"1";"0";"46";"21";"0";"192";"0";"174";"168";"48";"172";"94";"1";"0";"0";"80";"49";"9";"48";"31";"0";"27";"18";"0";"7";"0";"75";"0";"0";"0";"6";"522";"274";"9";"8739"
"220885 RIACHO FRIO";"5";"5";"3";"5";"2";"0";"0";"0";"84";"54";"14";"8";"23";"0";"0";"0";"0";"6";"2";"7";"8";"2";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"5";"0";"0";"12";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";"2";"0";"3";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"8";"0";"277"
"220887 RIBEIRA DO PIAUI";"24";"18";"11";"12";"9";"5";"3";"1";"406";"235";"7";"1";"80";"0";"0";"0";"0";"5";"7";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"11";"0";"15";"0";"0";"0";"9";"8";"0";"18";"8";"0";"8";"3";"1";"0";"0";"4";"0";"1";"0";"0";"42";"31";"1";"996"
"220890 RIBEIRO GONCALVES";"43";"60";"1";"48";"5";"1";"0";"0";"634";"497";"10";"0";"181";"0";"0";"0";"0";"19";"8";"57";"54";"27";"9";"1";"0";"0";"0";"1";"0";"0";"1";"0";"4";"0";"0";"40";"0";"0";"0";"0";"22";"1";"0";"37";"0";"34";"110";"108";"53";"78";"0";"0";"0";"58";"28";"0";"18";"13";"0";"10";"13";"0";"1";"0";"20";"0";"0";"0";"0";"186";"132";"0";"2623"
"220900 RIO GRANDE DO PIAUI";"25";"43";"6";"32";"9";"5";"4";"0";"583";"462";"22";"5";"194";"0";"0";"0";"0";"36";"12";"54";"40";"10";"5";"5";"0";"0";"0";"0";"0";"0";"3";"0";"21";"0";"0";"13";"0";"0";"0";"0";"11";"0";"0";"16";"0";"38";"10";"5";"57";"36";"0";"0";"0";"39";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"8";"0";"0";"0";"2";"124";"52";"0";"1991"
"220910 SANTA CRUZ DO PIAUI";"0";"73";"0";"66";"6";"5";"0";"0";"871";"664";"14";"1";"363";"0";"0";"0";"0";"37";"40";"143";"102";"63";"19";"2";"0";"0";"0";"0";"0";"1";"2";"2";"56";"0";"0";"28";"0";"0";"0";"0";"54";"0";"0";"29";"0";"62";"8";"73";"52";"115";"0";"0";"0";"123";"175";"2";"227";"171";"0";"142";"24";"0";"2";"0";"43";"0";"0";"0";"0";"272";"290";"3";"4425"
"220915 SANTA CRUZ DOS MILAGRES";"2";"34";"3";"36";"4";"3";"3";"1";"463";"279";"5";"1";"138";"0";"0";"0";"0";"34";"24";"92";"68";"12";"5";"4";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"4";"0";"0";"0";"0";"6";"0";"0";"7";"0";"4";"2";"1";"3";"6";"1";"0";"0";"9";"1";"19";"1";"1";"0";"1";"5";"0";"0";"0";"7";"2";"0";"0";"6";"68";"44";"12";"1425"
"220920 SANTA FILOMENA";"69";"71";"11";"51";"26";"5";"3";"1";"1041";"532";"41";"10";"255";"0";"0";"0";"0";"34";"25";"58";"58";"11";"12";"5";"0";"0";"0";"0";"0";"0";"2";"2";"43";"1";"0";"13";"1";"0";"0";"0";"9";"0";"0";"12";"0";"23";"38";"40";"34";"68";"0";"0";"0";"87";"17";"1";"10";"6";"0";"5";"6";"0";"0";"0";"23";"0";"0";"0";"20";"176";"183";"0";"3139"
"220930 SANTA LUZ";"13";"50";"10";"37";"17";"3";"1";"0";"734";"679";"12";"1";"218";"1";"0";"0";"0";"46";"14";"106";"52";"23";"9";"1";"0";"0";"0";"0";"1";"1";"2";"0";"4";"0";"0";"17";"0";"0";"0";"0";"1";"0";"0";"15";"1";"44";"8";"3";"31";"87";"2";"0";"0";"117";"81";"3";"77";"96";"0";"32";"3";"0";"5";"1";"18";"0";"0";"0";"0";"104";"46";"2";"2829"
"220935 SANTANA DO PIAUI";"4";"22";"4";"19";"5";"1";"0";"0";"316";"355";"6";"2";"118";"0";"0";"0";"0";"44";"31";"124";"67";"19";"13";"5";"0";"0";"0";"0";"0";"1";"2";"2";"35";"0";"0";"4";"0";"0";"0";"0";"17";"0";"0";"4";"0";"16";"10";"61";"9";"33";"0";"0";"0";"35";"10";"11";"9";"11";"0";"7";"6";"0";"1";"0";"15";"0";"0";"0";"2";"104";"183";"1";"1744"
"220937 SANTA ROSA DO PIAUI";"2";"63";"3";"52";"14";"1";"1";"1";"739";"364";"35";"2";"124";"3";"0";"0";"0";"15";"15";"45";"19";"15";"21";"1";"0";"0";"0";"0";"0";"1";"5";"1";"17";"0";"0";"4";"0";"0";"4";"0";"1";"0";"0";"18";"1";"11";"18";"13";"31";"11";"20";"0";"0";"29";"4";"7";"7";"1";"0";"0";"9";"0";"19";"0";"19";"0";"0";"0";"0";"66";"105";"0";"1957"
"220940 SANTO ANTONIO DE LISBOA";"10";"64";"5";"43";"17";"4";"3";"1";"828";"760";"14";"2";"276";"0";"1";"0";"0";"44";"14";"140";"84";"41";"8";"5";"0";"0";"0";"0";"0";"7";"4";"3";"16";"0";"0";"25";"0";"0";"0";"0";"1";"0";"0";"23";"0";"36";"20";"14";"43";"60";"1";"0";"0";"76";"22";"3";"7";"8";"0";"12";"8";"0";"6";"0";"24";"0";"0";"0";"0";"234";"130";"0";"3147"
"220945 SANTO ANTONIO DOS MILAGRES";"1";"10";"3";"8";"3";"2";"0";"0";"170";"129";"19";"7";"77";"0";"0";"0";"0";"11";"9";"15";"10";"9";"4";"0";"0";"0";"0";"0";"0";"0";"7";"0";"14";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"6";"3";"0";"2";"1";"0";"0";"8";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"12";"0";"551"
"220950 SANTO INACIO DO PIAUI";"17";"29";"2";"24";"1";"0";"0";"0";"337";"214";"4";"0";"27";"0";"0";"0";"0";"7";"2";"16";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"2";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"64";"18";"0";"783"
"220955 SAO BRAZ DO PIAUI";"3";"37";"5";"35";"8";"1";"0";"0";"449";"354";"20";"11";"229";"2";"0";"0";"0";"27";"14";"40";"27";"6";"6";"1";"1";"0";"0";"0";"0";"5";"8";"7";"28";"0";"0";"17";"0";"0";"0";"0";"5";"0";"0";"13";"0";"13";"2";"12";"25";"16";"0";"0";"0";"29";"3";"13";"7";"3";"0";"6";"19";"2";"4";"1";"21";"3";"3";"0";"4";"78";"71";"13";"1707"
"220960 SAO FELIX DO PIAUI";"4";"29";"0";"36";"5";"1";"0";"0";"383";"234";"6";"0";"135";"0";"0";"0";"0";"19";"2";"81";"44";"6";"2";"0";"0";"0";"0";"0";"0";"11";"0";"0";"59";"0";"0";"1";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"4";"5";"1";"15";"0";"0";"0";"15";"25";"20";"24";"13";"0";"17";"37";"5";"8";"2";"27";"5";"5";"0";"0";"54";"52";"0";"1402"
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";"55";"65";"9";"57";"23";"3";"2";"0";"989";"669";"37";"4";"292";"0";"0";"0";"0";"65";"23";"154";"107";"22";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"121";"0";"0";"13";"0";"0";"0";"0";"142";"1";"0";"11";"0";"41";"28";"124";"55";"117";"7";"0";"0";"99";"56";"18";"72";"66";"0";"51";"98";"0";"21";"0";"144";"0";"0";"0";"0";"216";"418";"2";"4503"
"220970 SAO FRANCISCO DO PIAUI";"0";"33";"4";"46";"4";"1";"1";"0";"623";"465";"19";"0";"201";"1";"0";"0";"0";"31";"18";"87";"51";"37";"13";"4";"0";"0";"0";"0";"0";"1";"7";"4";"43";"0";"0";"10";"0";"0";"0";"0";"142";"0";"0";"11";"0";"40";"16";"34";"36";"63";"2";"0";"0";"67";"8";"4";"2";"4";"0";"2";"8";"0";"6";"0";"35";"0";"0";"0";"0";"150";"142";"10";"2486"
